"response_id","survey_duration","q1_role","q1_role_other","q2_dime_yes","q3_institution","q3_institution_other","q4_responsibility_run","q4_responsibility_review","q4_responsibility_field","q4_responsibility_none","q4_responsibility_other","q5_check_period","q5_check_period_other","q6_hfc_tool_ipacheck","q6_hfc_tool_unhcr","q6_hfc_tool_r_pkgs","q6_hfc_tool_surveycto","q6_hfc_tool_custom_stata","q6_hfc_tool_custom_r","q6_hfc_tool_none","q6_hfc_tool_other","q7_hfc_setup_time","q8_hfc_check_dup","q8_hfc_check_missing","q8_hfc_check_outliers","q8_hfc_check_enum","q8_hfc_check_admin","q8_hfc_check_logic","q8_hfc_check_progress","q8_hfc_check_desc_stats","q8_hfc_check_enum_comments","q8_hfc_check_none","q8_hfc_check_other","q9_hfc_wish_dup","q9_hfc_wish_missing","q9_hfc_wish_outliers","q9_hfc_wish_enum","q9_hfc_wish_admin","q9_hfc_wish_logic","q9_hfc_wish_progress","q9_hfc_wish_desc_stats","q9_hfc_wish_enum_comments","q9_hfc_wish_none","q9_hfc_wish_other","q10_hfc_limits","q11_hfc_output_xls","q11_hfc_output_gdoc","q11_hfc_output_dyn","q11_hfc_output_shiny","q11_hfc_output_none","q11_hfc_output_other","q12_hfc_output_limits","q13_hfc_aware_ipacheck","q13_hfc_aware_unhcr","q13_hfc_aware_r_pkgs","q13_hfc_aware_surveycto","q13_hfc_aware_custom_stata","q13_hfc_aware_custom_r","q13_hfc_aware_none","q13_hfc_aware_other","q14_hfc_improve_ipacheck_access","q14_hfc_improve_ipacheck_function","q14_hfc_improve_ipacheck_custom","q14_hfc_improve_ipacheck_repli","q14_hfc_improve_ipacheck_share","q14_hfc_improve_ipacheck_none","q14_hfc_improve_unhcr_access","q14_hfc_improve_unhcr_function","q14_hfc_improve_unhcr_custom","q14_hfc_improve_unhcr_repli","q14_hfc_improve_unhcr_share","q14_hfc_improve_unhcr_none","q14_hfc_improve_r_pkgs_access","q14_hfc_improve_r_pkgs_function","q14_hfc_improve_r_pkgs_custom","q14_hfc_improve_r_pkgs_repli","q14_hfc_improve_r_pkgs_share","q14_hfc_improve_r_pkgs_none","q14_hfc_improve_surveycto_access","q14_hfc_improve_surveycto_function","q14_hfc_improve_surveycto_custom","q14_hfc_improve_surveycto_repli","q14_hfc_improve_surveycto_share","q14_hfc_improve_surveycto_none","q14_hfc_improve_custom_stata_access","q14_hfc_improve_custom_stata_function","q14_hfc_improve_custom_stata_custom","q14_hfc_improve_custom_stata_repli","q14_hfc_improve_custom_stata_share","q14_hfc_improve_custom_stata_none","q14_hfc_improve_custom_r_access","q14_hfc_improve_custom_r_function","q14_hfc_improve_custom_r_custom","q14_hfc_improve_custom_r_repli","q14_hfc_improve_custom_r_share","q14_hfc_improve_custom_r_none","q14_hfc_improve_other_access","q14_hfc_improve_other_function","q14_hfc_improve_other_custom","q14_hfc_improve_other_repli","q14_hfc_improve_other_share","q14_hfc_improve_other_none","q15_hfc_ideal","formdef_version","key","submissiondate","starttime","endtime"
"1036","298","Survey firm (Manager)",,"Yes",,,0,1,1,0,,"Daily",,0,0,0,0,1,0,0,,96,1,1,1,0,0,1,1,0,0,0,,0,0,0,1,1,0,0,1,1,0,,"Human resources",0,0,1,0,0,,"No",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"All previously listed",2304051412,"uuid:50422b59-fbee-4044-948d-df725e7423b5",2023-04-12 14:46:21,2023-04-12 14:41:24,2023-04-12 14:46:21
"1037","1609","Researcher (Field Coordinator)",,"Yes",,,0,0,1,0,,"Daily",,0,0,0,1,1,0,0,,99,1,1,1,0,0,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,0,,"Integrating my self with the updated programs like R",1,1,1,0,0,,"yes, but upgrading the tools to be used is important",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"features and functionalities used by the R programming",2304051412,"uuid:4a9c9c2a-2f77-48b5-a176-b5f94a83ed29",2023-04-12 15:07:06,2023-04-12 14:40:17,2023-04-12 15:07:06
"1038","903","Researcher (Other)",,"No","University, research institute or think tank",,1,1,1,0,,"Other, please specify","occasionally",0,0,0,0,0,0,0,"none",,1,0,1,0,0,1,0,0,0,0,,0,1,0,1,1,0,1,1,1,0,,,0,0,0,0,1,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:c225b785-d193-49da-a1e8-6dbf8a5a5bca",2023-04-12 15:38:50,2023-04-12 15:23:47,2023-04-12 15:38:50
"1039","349","Researcher (Other)",,"No","Private sector/For-profit organization",,0,0,0,1,,"Weekly",,0,0,1,0,0,0,0,,5,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,"Good results",0,0,1,0,0,,"Yes",0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,,,,,,,,,,,,,"Yes",2304051412,"uuid:ae7f95c6-aacb-45dd-88fd-486f4f6e4631",2023-04-12 15:58:53,2023-04-12 15:53:04,2023-04-12 15:58:53
"1040","4800","Researcher (Field Coordinator)",,"Yes",,,1,1,0,0,,"Daily",,0,0,0,0,1,0,0,,50,1,1,1,1,0,0,1,1,0,0,"audio checks",0,0,0,0,0,0,0,0,1,0,,"readability of outputs, transferability of materials and method",1,0,0,0,0,"txt log file",,1,0,0,1,0,0,0,,0,1,1,1,1,0,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,"visualization, easy customization",2304051412,"uuid:f8579d7e-1ed0-4182-8dd3-18a2d076f8b4",2023-04-12 16:06:35,2023-04-12 14:46:35,2023-04-12 16:06:35
"1041","445","M&E (Contractor)",,"Yes",,,1,1,0,0,,"Daily",,0,0,0,0,0,0,0,"We manually does that",99,1,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,,"Lack of resources to do that including human resource",1,0,0,0,0,,"Yes",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:b2b2545a-1888-411b-af15-7def25f98c00",2023-04-12 16:28:20,2023-04-12 16:20:55,2023-04-12 16:28:20
"1042","877","Researcher (Research Assistant)",,"No","University, research institute or think tank",,0,0,1,0,,"More than once a month",,0,0,1,0,0,0,0,,99,0,1,0,0,0,0,1,1,0,0,,0,0,0,1,1,0,0,0,0,0,,"number of respondents refusing to consent",1,0,0,0,0,,"yes",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"relationships",2304051412,"uuid:5f5f1597-3aa2-4468-b9d8-21ae3f908991",2023-04-12 16:49:34,2023-04-12 16:34:56,2023-04-12 16:49:34
"1043","352","M&E (Other)",,"Yes",,,1,0,0,0,,"Once a month",,0,1,0,0,0,0,0,,8,1,1,1,1,0,0,1,0,0,0,,0,0,0,0,1,1,0,1,1,0,,"Real time check affected by internet network",1,0,0,0,0,,"No",0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:a0ff45e4-7b83-47e0-9e29-710038f18f49",2023-04-12 19:25:56,2023-04-12 19:20:04,2023-04-12 19:25:56
"1044","5628","M&E (In-House)",,"No","Non-governmental organization (NGO)",,1,1,1,0,,"Once a month",,0,0,1,1,0,0,0,"Data validation tools",24,1,1,1,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,,,1,1,1,1,0,,,1,0,0,0,1,1,0,,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,0,1,0,0,,,,,,,,2304051412,"uuid:50ab543b-eac5-46f8-bc48-d195141b3230",2023-04-12 19:36:27,2023-04-12 18:02:39,2023-04-12 19:36:27
"1045","332","Policy analyst",,"No","Non-governmental organization (NGO)",,0,1,0,0,,"Once a month",,0,0,0,0,0,1,0,,,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,"none",1,1,0,0,0,,"yes",0,0,1,1,0,0,0,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,"none",2304051412,"uuid:e8dc5cb9-9299-49ed-80cf-6a23d8282195",2023-04-12 20:52:28,2023-04-12 20:46:56,2023-04-12 20:52:28
"1046","291","Researcher (Other)",,"No","Private sector/For-profit organization",,1,0,0,0,,"Daily",,0,1,0,1,0,0,0,,99,1,0,0,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,,"None",1,1,1,0,0,,"No",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accuracy",2304051412,"uuid:fd38a385-47bf-4544-8ab5-5e90868dbeea",2023-04-12 23:15:20,2023-04-12 23:10:30,2023-04-12 23:15:20
"1047","375","Researcher (Research Assistant)",,"No","Other, please specify","Freelancing",1,1,1,0,,"Daily",,0,0,0,0,0,0,0,"ODK and KOBO Tool Box",2,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,,,1,0,0,0,0,,,0,0,0,0,0,0,0,"KOBO Tool Box",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,,2304051412,"uuid:14508b38-ec5a-4113-bd83-91bb49c3fb32",2023-04-13 00:32:20,2023-04-13 00:26:05,2023-04-13 00:32:20
"1048","615","Researcher (Research Assistant)",,"No","Government agency/ministry",,0,1,0,0,,"Daily",,1,0,0,1,1,0,0,,,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,"I can't really see any at the moment",1,0,1,0,0,,"I think it does.",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Actually we have not developed to the extent of using these tools in data check. Don't have that level of knowledge yet.",2304051412,"uuid:926ed5a0-88e1-4e3e-84bf-151f8c48eca6",2023-04-13 01:11:17,2023-04-13 01:01:02,2023-04-13 01:11:17
"1049","20211","Researcher (Other)",,"No","University, research institute or think tank",,1,1,0,0,,"More than once a month",,0,0,0,0,0,0,0,"SPSS",1,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,,"Disonesty of respondents",1,0,1,0,0,,"Yes",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Data analysis and testing",2304051412,"uuid:6c03a8fe-c3f6-42c0-bd33-ca264f4b8de6",2023-04-13 01:14:07,2023-04-12 19:37:16,2023-04-13 01:14:07
"1050","98","M&E (Contractor)",,"No","Non-governmental organization (NGO)",,0,0,1,0,,"More than once a month",,0,0,1,0,0,0,0,,99,0,1,0,1,0,0,1,0,0,0,,0,0,1,0,0,0,0,1,1,0,,"99",0,1,1,0,0,,"99",1,1,0,0,1,0,0,,0,0,1,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,1,0,0,1,0,0,,,,,,,,,,,,,"99",2304051412,"uuid:970f1d69-c0d5-41f3-b5cb-554e1d80754d",2023-04-13 02:45:11,2023-04-13 02:43:33,2023-04-13 02:45:11
"1051","2304","Researcher (Other)",,"No","Private sector/For-profit organization",,0,0,0,1,,"Daily",,0,0,0,1,1,0,0,,99,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,"there is no one comphrasive platform to do all",1,1,1,1,0,,"Yes",1,0,0,0,0,0,0,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"all in one place",2304051412,"uuid:2107a3ab-a4eb-4297-8030-d0935872bef4",2023-04-13 02:57:05,2023-04-13 02:18:40,2023-04-13 02:57:05
"1052","1426","Researcher (Research Assistant)",,"Yes",,,1,1,1,0,,"Daily",,1,1,0,1,1,0,0,,5,1,1,0,1,1,1,1,1,1,0,,0,0,1,0,0,0,0,0,0,0,,"I can give you some general limitations or shortcomings of data quality checks that are typically performed using various tools and techniques: Limited scope: Data quality checks may only cover a subset of data, leaving other important areas unaddressed. This can result in incomplete or inaccurate data quality assessment. Lack of context: Data quality checks can be limited by a lack of understanding of the context in which the data was generated, making it difficult to determine the appropriate thresholds for data validation. False positives and false negatives: Data quality checks may flag data as being incorrect or problematic when it is actually valid, or vice versa. This can lead to wasted time and resources spent on correcting or verifying data that doesn't actually need attention, or overlooking actual errors. Limited automation: Data quality checks may require a significant amount of manual effort to set up and execute, which can be time-consuming and prone to human error. Inadequate reporting: Data quality checks may not provide clear, actionable reports on the issues detected, making it difficult to identify the root cause and take appropriate action. To address these limitations and shortcomings, it is important to use a combination of automated and manual techniques, have a clear understanding of the context in which the data was generated, and focus on creating meaningful and actionable reports. It's also important to continually evaluate and improve the data quality checks over time to ensure they remain effective and relevant.",1,1,1,1,0,,"I can speak to some general challenges that users may face with the outputs generated by various data quality checks: Lack of clarity: Outputs may not provide clear explanations of the issues detected or recommendations for how to address them. This can make it difficult for users to understand what actions they need to take to improve data quality. Difficulty in interpretation: Outputs may be complex or difficult to interpret, especially for users who are not familiar with the specific data quality checks being used. This can result in confusion or misinterpretation of the results. Incomplete information: Outputs may not provide a comprehensive picture of the data quality issues present, leaving users without a full understanding of the scope of the problem. Inability to integrate with existing systems: Outputs may not be in a format that can be easily integrated with existing data management or analysis systems, making it difficult to incorporate data quality checks into existing workflows. To address these challenges, it's important to ensure that outputs are clear, concise, and actionable. Outputs should provide users with a comprehensive view of the data quality issues present, along with clear recommendations for how to address them. Additionally, outputs should be designed to integrate seamlessly with existing data management or analysis systems, making it easy for users to incorporate data quality checks into their existing workflows.",0,0,1,0,0,1,0,,,,,,,,,,,,,,1,1,1,1,1,0,,,,,,,,,,,,,1,1,1,1,1,0,,,,,,,"A tool designed to create and run high frequency checks should ideally have the following features and functionalities: Customizable Check Parameters: The tool should allow users to set customized check parameters such as frequency, duration, threshold values, and data sources. This will enable users to tailor the checks to their specific needs. Real-time Data Processing: The tool should be capable of processing real-time data and generating alerts if any anomalies are detected. This will enable users to respond quickly to any issues. Automated Check Execution: The tool should automate the check execution process, eliminating the need for manual intervention. This will help save time and increase efficiency. Robust Data Analytics: The tool should be equipped with advanced data analytics capabilities that enable users to analyze large volumes of data quickly and accurately. This will help identify trends and patterns that could indicate potential issues. Customizable Alert Notifications: The tool should allow users to set customized alert notifications based on their preferences. This will help ensure that users are promptly notified of any issues. User-friendly Interface: The tool should have a user-friendly interface that is easy to navigate, enabling users to quickly set up and run checks. Integration with Existing Systems: The tool should be able to integrate with existing systems, enabling users to leverage existing data sources and avoid data silos. Scalability: The tool should be scalable, enabling users to handle large volumes of data and multiple checks simultaneously. Security: The tool should be designed with robust security features to protect sensitive data and prevent unauthorized access. Overall, a tool designed to create and run high frequency checks should be flexible, customizable, and user-friendly while also providing advanced data analytics and security features.",2304051412,"uuid:530898db-9fbe-4d33-a4ab-8a9999ae642a",2023-04-13 04:08:59,2023-04-13 03:45:12,2023-04-13 04:08:59
"1053","832","Researcher (Research Assistant)",,"No","Non-governmental organization (NGO)",,0,1,0,0,,"More than once a week",,0,0,0,0,1,0,0,,4,1,1,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,1,1,0,,"not well detailed",0,0,1,0,0,,"no",1,0,0,1,0,0,0,,0,0,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:f11edaa3-0552-4c1c-848d-4d358cb5961e",2023-04-13 04:09:34,2023-04-13 03:55:42,2023-04-13 04:09:34
"1054","5069","Data scientist",,"No","Non-governmental organization (NGO)",,1,1,1,0,,"Daily",,0,0,0,0,1,1,0,,2,1,1,1,0,0,1,0,1,1,0,"Recode other reponses",0,0,0,1,1,0,0,0,0,0,,"qualitative data analysis",1,0,0,0,0,,"YES",1,0,0,0,0,0,0,,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:5bd2aa7c-417d-4a78-9046-6f304cb03ced",2023-04-13 06:27:07,2023-04-13 05:02:38,2023-04-13 06:27:07
"1055","479","M&E (In-House)",,"No","Non-governmental organization (NGO)",,0,0,0,0,,"Daily",,0,0,0,0,1,0,0,,48,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,1,0,1,1,0,0,,"The know how on how to go about it",0,1,0,0,0,,"Yes",0,1,0,1,0,0,0,,,,,,,,1,0,0,0,0,0,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,"Ability to create a live dashboard",2304051412,"uuid:b135e7e6-e003-4cf9-8a7a-4dd2c83955f1",2023-04-13 06:34:28,2023-04-13 06:26:29,2023-04-13 06:34:28
"1056","209","Policy analyst",,"No","Government agency/ministry",,1,1,1,0,,"More than once a week",,1,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,1,0,0,0,0,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,,,,,,,,,,,,,,2304051412,"uuid:6b92ba55-37b6-4e95-b242-9b2870673b9b",2023-04-13 09:14:41,2023-04-13 09:11:12,2023-04-13 09:14:41
"1057","321","Data scientist",,"No","Development agency (FCDO,IADB, AfDB, UN, EU, etc)",,1,1,1,0,,"Weekly",,0,0,0,0,0,0,0,"My eyes and intuition",24,1,0,1,0,1,1,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,,"The system would replicate itself and reverse all the corrections and lack of knowledge and capacity",1,0,0,0,0,,"It's not motivating to the checkers",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'd first like to know about the methods listed in the previous question",2304051412,"uuid:d9cd12f2-de66-434b-ae48-3e10c6bc1a8f",2023-04-13 10:52:26,2023-04-13 10:47:05,2023-04-13 10:52:26
"1058","272","M&E (Other)",,"No","Non-governmental organization (NGO)",,1,1,0,0,,"Weekly",,0,0,0,0,0,0,0,"Kobo, ODK",,1,1,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,1,1,1,0,,,1,1,0,0,0,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:07716d9e-1910-4cd4-8642-7372fb0eb704",2023-04-13 11:38:41,2023-04-13 11:34:09,2023-04-13 11:38:41
"1059","636","Researcher (Other)",,"No","Other, please specify","Studied Research in Practice by DIME",1,0,1,0,,"Weekly",,0,0,0,0,0,0,0,"Mostly the data is in Excel so we ensure proper entry first then later we can export to research analysis tool",,1,1,1,1,0,1,1,1,1,0,,0,0,0,0,1,0,0,0,0,0,,"The output may not be correct since we are not yet using a data quality check tool si it's prone to errors loss of some valuable data",1,0,0,0,0,,"You have to keep analysing one parameter at a go it becomes tedious",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A tool that enables data consistency even with delete you can still trace the history. One that help you in foreseeing your final output even while still in data collection process",2304051412,"uuid:da1737c4-dee6-44e9-9cef-81ab36128ec9",2023-04-13 12:51:45,2023-04-13 12:41:09,2023-04-13 12:51:45
"1060","473","Researcher (Research Assistant)",,"No","Government agency/ministry",,0,0,0,1,,"Once a month",,0,0,1,0,0,0,0,,99,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,"System Daley",1,0,0,0,0,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:3fd18b84-c350-403c-bc98-2b2fce25317d",2023-04-13 17:22:11,2023-04-13 17:14:18,2023-04-13 17:22:11
"1061","1016","Other, please specify","Medical Epidemiologist","No","Development agency (FCDO,IADB, AfDB, UN, EU, etc)",,0,1,0,0,,"Weekly",,1,0,0,0,0,0,0,,99,1,1,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,,,1,0,0,0,0,,"Yes",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:ce300fc4-555c-433d-a442-286f528f47b9",2023-04-14 05:33:32,2023-04-14 05:16:36,2023-04-14 05:33:32
"1062","683","M&E (In-House)",,"No","Government agency/ministry",,0,0,0,1,,"Daily",,0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,,"Yes",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:2abd7f45-b789-4eb6-abc8-620e7e2936a4",2023-04-14 17:14:19,2023-04-14 17:02:55,2023-04-14 17:14:19
"1063","1039","Researcher (Research Assistant)",,"No","University, research institute or think tank",,1,1,1,0,,"Weekly",,0,0,0,0,1,0,0,,20,0,1,1,0,0,1,1,0,0,0,,1,0,0,1,1,0,0,0,1,0,,"financial need for field checks",1,0,1,0,0,,"yes",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"all the best",2304051412,"uuid:7c501b31-20de-440a-b722-964d590ab06d",2023-04-15 04:03:25,2023-04-15 03:46:06,2023-04-15 04:03:25
"1064","653","Researcher (Research Assistant)",,"No","University, research institute or think tank",,1,1,1,0,,"Daily",,0,0,0,0,1,0,0,,120,1,1,1,1,0,1,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,,"Some logical checks",1,0,0,0,0,,"No, sometimes, we have a lot of sheets, and it is challenging explaining it to enumerators.",0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,"Computation of distance between two GPS",2304051412,"uuid:1e2ff94b-144b-4914-b6a2-6222ab4b6368",2023-04-15 11:36:18,2023-04-15 11:25:26,2023-04-15 11:36:18
"1065","314","Survey firm (Manager)",,"No","Non-governmental organization (NGO)",,1,1,1,0,,"Daily",,1,0,0,1,1,0,0,,80,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,1,,"Generating summary based on data quality outputs that can be used for actionable steps",1,1,0,1,0,"Superset Dashboard","No -interpretation of results is a bottleneck",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highlight most problematic outputs in terms of DQ checks",2304051412,"uuid:ffc7206a-4937-4c97-9a2f-3e3174a95c62",2023-04-16 06:58:18,2023-04-16 06:53:04,2023-04-16 06:58:18
"1066","542","Researcher (Other)",,"No","Private sector/For-profit organization",,1,1,1,0,,"More than once a week",,1,0,0,0,0,0,0,,24,1,1,0,1,0,1,1,1,1,0,,0,0,1,0,0,0,0,0,0,0,,"We work on factory floors capturing datapoints through observations, and enumerators tend to misidentify people due to shifting of positions of participants. As it has to be discreet, we can’t do spot checks. Trying to find a solution to figure misidentified participants and be able to track enumerated level errors",0,1,1,0,0,,"There are way too many scattered outputs we received though each kind of DTC, backcheck a, HFCs, spot checks, survey validity checks  All these generate segregated outputs and as RAs are not skilled at shiny, our compiled data descriptive are all spread out which makes it hard to keep a track or check on it! Would be great to have a template code to compile all data quality checks to save time on long running projects with daily data collection",0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,2304051412,"uuid:823b8288-4574-4cdd-a59c-51607a91a410",2023-04-16 07:09:33,2023-04-16 07:00:31,2023-04-16 07:09:33
"1067","515","Researcher (Other)",,"No","Development agency (FCDO,IADB, AfDB, UN, EU, etc)",,1,1,1,0,"I have been involved in all aspects in the past, but currently am only responsible for managing the design of such checks, not their actual implementation.","More than once a week",,0,0,0,1,1,0,0,,,1,1,1,1,1,1,1,1,0,0,"Non-response rates to key questions (by enumerator, geographic area, gender etc.) Length of survey (by Enumerator) Random audio audits",0,0,0,0,0,0,0,0,0,1,,"Outputs are in excel sheets that need to be forwarded to field leaders, dashboard would be better.",1,0,0,0,0,,"No; excel sheets are not dynamic. Requires sending to the field teams.",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Easy to set up for my survey (perhaps comes with a manual for use), outputs are in dynamic but simple format (perhaps dashboard) that is shareable with field teams",2304051412,"uuid:49862af4-f514-472f-997c-585aea9d447b",2023-04-16 12:20:23,2023-04-16 12:11:48,2023-04-16 12:20:23
"1068","773","Researcher (Research Assistant)",,"No","Government agency/ministry",,1,0,1,0,,"More than once a week",,0,0,0,0,1,1,0,,72,0,1,0,1,0,0,0,1,0,0,,1,0,1,0,1,1,0,0,1,0,,"It's difficult for us to follow all questions, we focus our attention to few questions (variables).",1,0,0,0,0,,"No, because we must create many spread sheets and it is not easy to handle all this.",1,0,0,1,0,0,0,,0,0,0,0,0,1,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,"A tool easy to implement which takes no more time to apply.",2304051412,"uuid:bfcb8bc0-da70-439c-803c-73bb33c47293",2023-04-18 01:28:50,2023-04-18 01:15:57,2023-04-18 01:28:50
"1069","428","Researcher (Field Coordinator)",,"Yes",,,1,1,1,0,,"Daily",,1,0,0,1,1,0,0,,72,1,1,1,1,0,1,1,1,1,0,,0,0,0,0,1,0,0,0,0,0,,"The lack of flexibility to change the code in Stata",1,1,1,0,0,,"No, would like to include Shiny dashboard",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304051412,"uuid:b811a58d-00b4-4a75-be65-01490e27b649",2023-04-19 08:14:57,2023-04-19 08:07:49,2023-04-19 08:14:57
"1070","544","Researcher (Field Coordinator)",,"No","Private sector/For-profit organization",,1,0,1,0,,"More than once a week",,0,0,0,0,0,1,0,,,1,1,1,0,0,1,0,0,1,0,,0,0,0,1,1,0,0,1,0,0,,"-99",1,0,0,0,0,,"-99",0,0,1,0,1,0,0,,,,,,,,,,,,,,1,0,1,0,0,0,,,,,,,0,0,0,1,0,0,,,,,,,,,,,,,"-99",2304051412,"uuid:935aad38-8414-4d14-b7d3-4c642708ef68",2023-04-19 20:08:39,2023-04-19 19:59:35,2023-04-19 20:08:39
"1071","733","Researcher (Research Assistant)",,"No","Non-governmental organization (NGO)",,0,1,0,0,,"More than once a month",,0,0,0,0,1,0,0,,99,1,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,0,1,0,0,,"Not acquainted with STATA",1,0,0,0,0,,"No idea",0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,,,,,,,"No idea",2304051412,"uuid:de0254b7-3f0e-4bb7-8310-c40dccbd59d7",2023-04-20 03:16:08,2023-04-20 03:03:55,2023-04-20 03:16:08
"1072","380","Researcher (Research Assistant)",,"Yes",,,1,0,0,0,,"Daily",,0,0,0,0,1,0,0,,100,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,,"Really time intensive to set up just basic checks. We therefore did not have time to focus on more detailed inconsistencies that are problematic at the analysis stage.",1,1,0,0,0,,"Too heavy according to the data collection firm, so they would only focus on some specific outcomes (e.g. survey completion)",0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reader-friendly dashboard",2304051412,"uuid:9ebee9e9-7745-47d6-89a2-23cad15d411c",2023-04-20 16:24:42,2023-04-20 16:18:21,2023-04-20 16:24:41
